125.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
131.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0
131.0,0.0,0.0,0.0,110.0,138.0,118.0,0.0
131.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0
131.0,111.0,0.0,0.0,131.0,111.0,0.0,0.0
131.0,111.0,0.0,0.0,138.0,118.0,0.0,0.0
131.0,111.0,133.0,0.0,110.0,0.0,0.0,0.0
131.0,111.0,133.0,0.0,110.0,138.0,118.0,0.0
131.0,111.0,133.0,0.0,111.0,0.0,0.0,0.0
131.0,111.0,136.0,0.0,113.0,0.0,0.0,0.0
131.0,111.0,136.0,0.0,113.0,138.0,118.0,0.0
131.0,111.0,136.0,0.0,114.0,0.0,0.0,0.0
133.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0
133.0,0.0,0.0,0.0,110.0,138.0,118.0,0.0
133.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0
135.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0
135.0,0.0,0.0,0.0,113.0,138.0,118.0,0.0
135.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0
136.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0
136.0,0.0,0.0,0.0,113.0,138.0,118.0,0.0
136.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0
138.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0
138.0,118.0,0.0,0.0,131.0,111.0,0.0,0.0
138.0,118.0,0.0,0.0,138.0,118.0,0.0,0.0
138.0,118.0,133.0,0.0,110.0,0.0,0.0,0.0
138.0,118.0,133.0,0.0,110.0,138.0,118.0,0.0
138.0,118.0,133.0,0.0,111.0,0.0,0.0,0.0
138.0,118.0,136.0,0.0,113.0,0.0,0.0,0.0
138.0,118.0,136.0,0.0,113.0,138.0,118.0,0.0
138.0,118.0,136.0,0.0,114.0,0.0,0.0,0.0
