122.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0
122.0,0.0,0.0,0.0,101.0,142.0,121.0,0.0
122.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
122.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
123.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0
123.0,0.0,0.0,0.0,101.0,142.0,121.0,0.0
123.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
123.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
124.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0
124.0,0.0,0.0,0.0,101.0,142.0,121.0,0.0
124.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
124.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0
126.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0
126.0,0.0,0.0,0.0,104.0,142.0,121.0,0.0
126.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0
127.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0
127.0,0.0,0.0,0.0,104.0,142.0,121.0,0.0
127.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0
128.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0
128.0,0.0,0.0,0.0,107.0,141.0,120.0,0.0
128.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0
128.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0
128.0,108.0,0.0,0.0,128.0,108.0,0.0,0.0
128.0,108.0,0.0,0.0,129.0,109.0,0.0,0.0
128.0,108.0,0.0,0.0,132.0,112.0,0.0,0.0
128.0,108.0,0.0,0.0,137.0,117.0,0.0,0.0
128.0,108.0,0.0,0.0,137.0,117.0,141.0,120.0
128.0,108.0,0.0,0.0,140.0,119.0,0.0,0.0
128.0,108.0,0.0,0.0,140.0,119.0,128.0,108.0
128.0,108.0,0.0,0.0,140.0,119.0,141.0,120.0
128.0,108.0,0.0,0.0,141.0,120.0,0.0,0.0
128.0,108.0,0.0,0.0,142.0,121.0,0.0,0.0
129.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0
129.0,0.0,0.0,0.0,107.0,141.0,120.0,0.0
129.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0
129.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0
129.0,109.0,0.0,0.0,128.0,108.0,0.0,0.0
129.0,109.0,0.0,0.0,129.0,109.0,0.0,0.0
129.0,109.0,0.0,0.0,132.0,112.0,0.0,0.0
129.0,109.0,0.0,0.0,137.0,117.0,0.0,0.0
129.0,109.0,0.0,0.0,137.0,117.0,141.0,120.0
129.0,109.0,0.0,0.0,140.0,119.0,0.0,0.0
129.0,109.0,0.0,0.0,140.0,119.0,128.0,108.0
129.0,109.0,0.0,0.0,140.0,119.0,141.0,120.0
129.0,109.0,0.0,0.0,141.0,120.0,0.0,0.0
129.0,109.0,0.0,0.0,142.0,121.0,0.0,0.0
129.0,109.0,130.0,0.0,107.0,0.0,0.0,0.0
129.0,109.0,130.0,0.0,107.0,141.0,120.0,0.0
129.0,109.0,130.0,0.0,108.0,0.0,0.0,0.0
129.0,109.0,130.0,0.0,109.0,0.0,0.0,0.0
129.0,109.0,139.0,0.0,116.0,0.0,0.0,0.0
129.0,109.0,139.0,0.0,116.0,128.0,108.0,0.0
129.0,109.0,139.0,0.0,117.0,0.0,0.0,0.0
129.0,109.0,139.0,0.0,117.0,141.0,120.0,0.0
130.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0
130.0,0.0,0.0,0.0,107.0,141.0,120.0,0.0
130.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0
130.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0
132.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0
132.0,112.0,0.0,0.0,128.0,108.0,0.0,0.0
132.0,112.0,0.0,0.0,129.0,109.0,0.0,0.0
132.0,112.0,0.0,0.0,132.0,112.0,0.0,0.0
132.0,112.0,0.0,0.0,137.0,117.0,0.0,0.0
132.0,112.0,0.0,0.0,137.0,117.0,141.0,120.0
132.0,112.0,0.0,0.0,140.0,119.0,0.0,0.0
132.0,112.0,0.0,0.0,140.0,119.0,128.0,108.0
132.0,112.0,0.0,0.0,140.0,119.0,141.0,120.0
132.0,112.0,0.0,0.0,141.0,120.0,0.0,0.0
132.0,112.0,0.0,0.0,142.0,121.0,0.0,0.0
132.0,112.0,130.0,0.0,107.0,0.0,0.0,0.0
132.0,112.0,130.0,0.0,107.0,141.0,120.0,0.0
132.0,112.0,130.0,0.0,108.0,0.0,0.0,0.0
132.0,112.0,130.0,0.0,109.0,0.0,0.0,0.0
132.0,112.0,139.0,0.0,116.0,0.0,0.0,0.0
132.0,112.0,139.0,0.0,116.0,128.0,108.0,0.0
132.0,112.0,139.0,0.0,117.0,0.0,0.0,0.0
132.0,112.0,139.0,0.0,117.0,141.0,120.0,0.0
134.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0
137.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0
137.0,0.0,0.0,0.0,116.0,128.0,108.0,0.0
137.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0
137.0,0.0,0.0,0.0,117.0,141.0,120.0,0.0
137.0,117.0,0.0,0.0,128.0,108.0,0.0,0.0
137.0,117.0,0.0,0.0,129.0,109.0,0.0,0.0
137.0,117.0,0.0,0.0,132.0,112.0,0.0,0.0
137.0,117.0,0.0,0.0,137.0,117.0,0.0,0.0
137.0,117.0,0.0,0.0,137.0,117.0,141.0,120.0
137.0,117.0,0.0,0.0,140.0,119.0,0.0,0.0
137.0,117.0,0.0,0.0,140.0,119.0,128.0,108.0
137.0,117.0,0.0,0.0,140.0,119.0,141.0,120.0
137.0,117.0,0.0,0.0,141.0,120.0,0.0,0.0
137.0,117.0,0.0,0.0,142.0,121.0,0.0,0.0
137.0,117.0,141.0,0.0,119.0,0.0,0.0,0.0
